2198100,riv,318
2198100,riv,347
2198100,riv,380
2198100,riv,381
2198100,riv,382
2198100,riv,411
2198100,riv,465
2198100,riv,520
2198100,riv,559
2198100,riv,560
2198100,riv,614
2198100,riv,615
2198100,riv,616
2198100,riv,617
2198100,riv,618
2198100,riv,682
2198100,riv,683
2198100,riv,684
2198100,riv,685
2198100,riv,763
2198100,riv,764
2198100,riv,765
2198100,riv,766
2198100,riv,767
2198100,riv,838
2198100,riv,839
2198100,riv,840
2198100,riv,841
2198100,riv,842
2198500,riv,843
2198100,riv,901
2198100,riv,902
2198100,riv,903
2198500,riv,904
2198500,riv,967
2198500,riv,968
2198500,riv,969
2198500,riv,970
2198500,riv,1029
2198500,riv,1030
2198500,riv,1031
2198500,riv,1109
2198500,riv,1110
2198500,riv,1111
2198500,riv,1196
2198500,riv,1197
2198500,riv,1198
2198500,riv,1199
2198500,riv,1200
2203000,riv,1261
2203000,riv,1262
2198500,riv,1281
2198500,riv,1282
2198500,riv,1283
2198500,riv,1284
2198500,riv,1285
2198500,riv,1286
2203000,riv,1350
2203000,riv,1351
2198500,riv,1371
2198500,riv,1372
2198500,riv,1373
2203000,riv,1429
2203000,riv,1430
2203000,riv,1431
2203000,riv,1432
2198500,riv,1451
2198500,riv,1452
2198500,riv,1453
2198500,riv,1454
2198500,riv,1455
2198500,riv,1456
2203000,riv,1513
2203000,riv,1514
2203000,riv,1515
2203000,riv,1516
2203000,riv,1517
2198500,riv,1542
2198500,riv,1543
2198500,riv,1544
2198500,riv,1545
2198500,riv,1546
2203000,riv,1609
2203000,riv,1610
2203000,riv,1611
2203000,riv,1612
2198500,riv,1630
2198500,riv,1631
2203000,riv,1688
2203000,riv,1689
2198500,riv,1708
2198500,riv,1709
2198500,riv,1710
2198500,riv,1711
2198500,riv,1712
2198500,riv,1713
2198500,riv,1714
2198500,riv,1715
2203000,riv,1782
2203000,riv,1783
2203000,riv,1784
2203000,riv,1785
2198500,riv,1799
2198500,riv,1800
2198500,riv,1801
2198500,riv,1802
2198500,riv,1803
2198500,riv,1804
2198500,riv,1805
2203000,riv,1885
2203000,riv,1886
2203000,riv,1887
2203000,riv,1888
2198500,riv,1908
2198500,riv,1909
2198500,riv,1910
2198500,riv,1911
2198500,riv,1912
2198500,riv,1913
2198500,riv,1914
2198500,riv,1915
2198500,riv,1916
2198500,riv,1917
2198500,riv,1918
2198500,riv,1926
2176500,riv,1927
2203000,riv,1986
2203000,riv,1987
2203000,riv,1988
2203000,riv,1989
2203000,riv,1990
2203000,riv,1991
2203000,riv,1992
2198500,riv,2011
2198500,riv,2012
2198500,riv,2013
2198500,riv,2014
2198500,riv,2015
2198500,riv,2016
2198500,riv,2017
2198500,riv,2018
2198500,riv,2029
2198500,riv,2030
2176500,riv,2031
2176500,riv,2032
2203000,riv,2087
2203000,riv,2088
2203000,riv,2089
2203000,riv,2090
2203000,riv,2091
2203000,riv,2092
2203000,riv,2093
2198500,riv,2106
2198500,riv,2107
2198500,riv,2108
2198500,riv,2109
2198500,riv,2110
2198500,riv,2111
2198500,riv,2112
2198500,riv,2113
2198500,riv,2114
2198500,riv,2115
2198500,riv,2116
2198500,riv,2120
2198500,riv,2121
2198500,riv,2122
2176500,riv,2123
2203000,riv,2186
2203000,riv,2187
2203000,riv,2188
2203000,riv,2189
2203000,riv,2190
2198500,riv,2201
2198500,riv,2202
2198500,riv,2203
2198500,riv,2204
2198500,riv,2205
2198500,riv,2206
2198500,riv,2207
2198500,riv,2208
2198500,riv,2209
2198500,riv,2211
2198500,riv,2212
2198500,riv,2213
2198500,riv,2214
2198500,riv,2215
2198500,riv,2216
2198500,riv,2217
2176500,riv,2218
2176500,riv,2219
2203000,riv,2281
2203000,riv,2282
2203000,riv,2283
2203000,riv,2284
2203000,riv,2285
2203000,riv,2286
2203000,riv,2287
2203000,riv,2288
2198500,riv,2304
2198500,riv,2305
2198500,riv,2306
2198500,riv,2307
2198500,riv,2308
2198500,riv,2309
2198500,riv,2310
2198500,riv,2311
2198500,riv,2312
2198500,riv,2314
2198500,riv,2315
2198500,riv,2316
2198500,riv,2317
2198500,riv,2318
2198500,riv,2319
2198500,riv,2320
2176500,riv,2321
2176500,riv,2322
2203000,riv,2390
2203000,riv,2391
2203000,riv,2392
2203000,riv,2393
2203000,riv,2394
2203000,riv,2395
2203000,riv,2396
2203000,riv,2397
2198500,riv,2413
2198500,riv,2414
2198500,riv,2415
2198500,riv,2416
2198500,riv,2417
2198500,riv,2418
2198500,riv,2419
2176500,riv,2420
2176500,riv,2421
2203000,riv,2473
2203000,riv,2474
2203000,riv,2475
2203000,riv,2476
2203000,riv,2477
2203000,riv,2478
2203000,riv,2479
2203000,riv,2480
2198500,riv,2500
2198500,riv,2501
2198500,riv,2502
2198500,riv,2503
2198500,riv,2504
2176500,riv,2505
2203000,riv,2559
2203000,riv,2560
2203000,riv,2561
2203000,riv,2562
2203000,riv,2563
2203000,riv,2564
2203000,riv,2565
2203000,riv,2566
2198500,riv,2580
2198500,riv,2581
2198500,riv,2582
2198500,riv,2583
2198500,riv,2584
2198500,riv,2585
2198500,riv,2586
2176500,riv,2587
2203000,riv,2648
2203000,riv,2649
2203000,riv,2650
2203000,riv,2651
2203000,riv,2652
2203000,riv,2653
2203000,riv,2654
2198500,riv,2668
2198500,riv,2669
2198500,riv,2670
2198500,riv,2671
2198500,riv,2672
2198500,riv,2673
2198500,riv,2674
2198500,riv,2675
2176500,riv,2676
2203000,riv,2728
2203000,riv,2729
2203000,riv,2730
2203000,riv,2731
2203000,riv,2732
2203000,riv,2733
2203000,riv,2734
2203000,riv,2735
2203000,riv,2736
2203000,riv,2737
2198500,riv,2754
2198500,riv,2755
2198500,riv,2756
2198500,riv,2757
2198500,riv,2758
2198500,riv,2759
2198500,riv,2760
2198500,riv,2761
2198500,riv,2762
2176500,riv,2763
2203000,riv,2833
2203000,riv,2834
2203000,riv,2835
2203000,riv,2836
2203000,riv,2837
2203000,riv,2838
2203000,riv,2839
2203000,riv,2840
2203000,riv,2841
2203000,riv,2842
2203000,riv,2843
2203000,riv,2844
2203000,riv,2845
2198500,riv,2865
2198500,riv,2866
2198500,riv,2867
2198500,riv,2868
2198500,riv,2869
2198500,riv,2870
2198500,riv,2871
2198500,riv,2872
2176500,riv,2873
2203000,riv,2943
2203000,riv,2944
2203000,riv,2945
2203000,riv,2946
2203000,riv,2947
2203000,riv,2948
2203000,riv,2949
2203000,riv,2950
2203000,riv,2951
2203000,riv,2952
2198500,riv,2972
2198500,riv,2973
2198500,riv,2974
2198500,riv,2975
2198500,riv,2976
2198500,riv,2977
2198500,riv,2978
2198500,riv,2979
2198500,riv,2980
2176500,riv,2981
2203000,riv,3054
2203000,riv,3055
2203000,riv,3056
2203000,riv,3057
2203000,riv,3058
2203000,riv,3059
2203000,riv,3060
2203000,riv,3061
2203000,riv,3062
2203000,riv,3063
2198500,riv,3076
2198500,riv,3077
2198500,riv,3078
2198500,riv,3079
2198500,riv,3080
2198500,riv,3081
2198500,riv,3082
2198500,riv,3083
2198500,riv,3084
2198500,riv,3085
2198500,riv,3086
2198500,riv,3087
2198500,riv,3088
2198500,riv,3089
2198500,riv,3090
2176500,riv,3091
2203000,riv,3169
2203000,riv,3170
2203000,riv,3171
2203000,riv,3172
2203000,riv,3173
2203000,riv,3174
2203000,riv,3175
2203000,riv,3176
2203000,riv,3177
2203000,riv,3178
2198500,riv,3192
2198500,riv,3193
2198500,riv,3194
2198500,riv,3195
2198500,riv,3196
2198500,riv,3197
2198500,riv,3198
2198500,riv,3199
2198500,riv,3200
2176500,riv,3201
2176500,riv,3202
2176500,riv,3203
2203000,riv,3288
2203000,riv,3289
2203000,riv,3290
2203000,riv,3291
2203000,riv,3292
2203000,riv,3293
2203000,riv,3294
